config_key,config_label,model_name,ranking_mode,target_mode,user_id,true_position,target_label,top_candidate_label,target_candidate_rank,positive_candidate_rank,top_candidate_rank,top_score,target_score,prompt_token_count,IG:instruction,IG:history,IG:candidates,IG:question,IG:continuation,IG:other,ROLL:instruction,ROLL:history,ROLL:candidates,ROLL:question,ROLL:continuation,ROLL:other,ALTI:instruction,ALTI:history,ALTI:candidates,ALTI:question,ALTI:continuation,ALTI:other,CAM:instruction,CAM:history,CAM:candidates,CAM:question,CAM:continuation,CAM:other
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,5,E,J,6,6,1,0.125,-0.75,398,3.436699832976636,34.981839273119775,47.780907540707844,13.800553353195744,0.0,0.0,0.04978251364563389,99.80335446875594,0.09302450290066058,0.05383851469775937,0.0,0.0,15.951822119801385,13.100474729271463,28.628007209452356,42.31969594147479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,5,J,J,1,6,1,0.125,0.125,398,3.4707608329621116,49.57575805902325,32.58975917308698,14.363721934927657,0.0,0.0,0.04978251364563389,99.80335446875594,0.09302450290066058,0.05383851469775937,0.0,0.0,15.951822119801385,13.100474729271463,28.628007209452356,42.31969594147479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,6,F,A,7,7,1,0.24999988079071045,-1.2499998807907104,419,8.451127514689361,39.47018429083403,29.41901938321026,22.65966881126635,0.0,0.0,0.048819318710462134,99.80485311863761,0.09345486949419587,0.052872693157728835,0.0,0.0,16.01131513158266,13.300483334565952,28.38110988443394,42.30709164941745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,6,A,A,1,7,1,0.24999988079071045,0.24999988079071045,419,6.043110060511285,37.66350755049315,34.81288308357997,21.480499305415595,0.0,0.0,0.048819318710462134,99.80485311863761,0.09345486949419587,0.052872693157728835,0.0,0.0,16.01131513158266,13.300483334565952,28.38110988443394,42.30709164941745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,1,A,A,1,1,1,0.25,0.25,428,7.491087679196792,38.4525921728031,39.54671036201868,14.50960978598143,0.0,0.0,0.04730519982512278,99.805603052023,0.0933003407136897,0.0537914074381957,0.0,0.0,18.86310775072694,21.08687455365839,32.38058919299528,27.669428502619393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2557,1,A,A,1,1,1,0.25,0.25,428,7.491087679196792,38.4525921728031,39.54671036201868,14.50960978598143,0.0,0.0,0.04730519982512278,99.805603052023,0.0933003407136897,0.0537914074381957,0.0,0.0,18.86310775072694,21.08687455365839,32.38058919299528,27.669428502619393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,3172,6,F,A,4,4,1,0.25000011920928955,-0.6250001192092896,417,3.9759964953315587,42.33613246792601,38.386636702261804,15.301234334480629,0.0,0.0,0.04912320177095318,99.80436307800507,0.09450441157914986,0.05200930864482688,0.0,0.0,16.11260986135127,31.287129136584348,30.16150126827793,22.438759733786455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,3172,6,A,A,1,4,1,0.25000011920928955,0.25000011920928955,417,4.873876935995314,39.47964401627536,36.19306533654258,19.45341371118675,0.0,0.0,0.04912320177095318,99.80436307800507,0.09450441157914986,0.05200930864482688,0.0,0.0,16.11260986135127,31.287129136584348,30.16150126827793,22.438759733786455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,3676,6,F,A,6,6,1,0.125,-0.875,422,6.044558283874882,41.388465880978394,34.25971890437987,18.30725693076685,0.0,0.0,0.04952168994733984,99.80420513835517,0.09356845545839758,0.05270471623909231,0.0,0.0,15.568114682448577,20.22731610895559,28.443085805667568,35.76148340292827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,3676,6,A,A,1,6,1,0.125,0.125,422,5.098336185479008,37.932755973094686,39.90340428337353,17.06550355805278,0.0,0.0,0.04952168994733984,99.80420513835517,0.09356845545839758,0.05270471623909231,0.0,0.0,15.568114682448577,20.22731610895559,28.443085805667568,35.76148340292827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,4080,6,F,A,7,7,1,0.37500011920928955,-1.0000001192092896,389,5.187921132459602,47.37407663719617,31.36269017266248,16.075312057681757,0.0,0.0,0.0501432747497559,99.8019807144977,0.09479365213028622,0.05308235862225972,0.0,0.0,18.444006169730486,22.83929586545146,29.53789442937379,29.178803535444263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,4080,6,A,A,1,7,1,0.37500011920928955,0.37500011920928955,389,5.5748296127106745,45.243179284742745,31.848915082520413,17.333076020026166,0.0,0.0,0.0501432747497559,99.8019807144977,0.09479365213028622,0.05308235862225972,0.0,0.0,18.444006169730486,22.83929586545146,29.53789442937379,29.178803535444263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,4500,2,B,J,7,7,1,0.125,-0.9999998807907104,409,6.78531514075245,34.90958312594979,39.67153386632948,18.633567866968274,0.0,0.0,0.04791127862111364,99.80497072092652,0.09355927190949649,0.05355872854286365,0.0,0.0,17.76221356557977,22.138222371780614,31.208019878591543,28.89154418404808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,4500,2,J,J,1,7,1,0.125,0.125,409,6.328161087884129,44.519248375687916,36.5984813279259,12.554109208502053,0.0,0.0,0.04791127862111364,99.80497072092652,0.09355927190949649,0.05355872854286365,0.0,0.0,17.76221356557977,22.138222371780614,31.208019878591543,28.89154418404808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,4660,7,G,J,4,4,1,0.125,-0.75,412,2.778151340146198,46.14924829858983,38.61574321848595,12.456857142778015,0.0,0.0,0.048653965955540876,99.80388986616886,0.09523911397018567,0.05221705390541571,0.0,0.0,17.532123467954474,20.476358572006408,33.89748377588785,28.094034184151273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,4660,7,J,J,1,4,1,0.125,0.125,412,7.150093612130743,41.29014822018823,35.4692225233734,16.09053564430762,0.0,0.0,0.048653965955540876,99.80388986616886,0.09523911397018567,0.05221705390541571,0.0,0.0,17.532123467954474,20.476358572006408,33.89748377588785,28.094034184151273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,4722,7,G,A,4,4,1,0.6250001192092896,-0.8750001192092896,446,3.3457298814701337,40.40635607163024,42.055547290833005,14.192366756066624,0.0,0.0,0.05003572341922525,99.8015517353963,0.09490887776088237,0.05350366342359594,0.0,0.0,18.97547390479555,16.57098627377558,28.51459403717062,35.93894578425825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,4722,7,A,A,1,4,1,0.6250001192092896,0.6250001192092896,446,4.022907792422338,42.57559371497292,39.35571250073123,14.045785991873524,0.0,0.0,0.05003572341922525,99.8015517353963,0.09490887776088237,0.05350366342359594,0.0,0.0,18.97547390479555,16.57098627377558,28.51459403717062,35.93894578425825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,4888,1,A,A,1,1,1,0.24999988079071045,0.24999988079071045,425,5.618301106916399,42.60501996315621,38.6814824103168,13.09519651961059,0.0,0.0,0.04987431800021927,99.8029943576064,0.09472961176759706,0.052401712625783144,0.0,0.0,18.451106486854453,19.572893751503546,27.54334762943953,34.43265213220247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,4888,1,A,A,1,1,1,0.24999988079071045,0.24999988079071045,425,5.618301106916399,42.60501996315621,38.6814824103168,13.09519651961059,0.0,0.0,0.04987431800021927,99.8029943576064,0.09472961176759706,0.052401712625783144,0.0,0.0,18.451106486854453,19.572893751503546,27.54334762943953,34.43265213220247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,5531,6,F,J,6,6,1,0.125,-1.375,413,4.994780882871787,45.38294085366819,35.00822517893324,14.614053084526782,0.0,0.0,0.04934935295519566,99.80249230030417,0.09380132810745663,0.0543570186331812,0.0,0.0,17.33614671297908,15.67256085997073,29.70843388870047,37.28285853834972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,5531,6,J,J,1,6,1,0.125,0.125,413,6.8683617340115575,37.66280035488857,37.617907539467495,17.85093037163238,0.0,0.0,0.04934935295519566,99.80249230030417,0.09380132810745663,0.0543570186331812,0.0,0.0,17.33614671297908,15.67256085997073,29.70843388870047,37.28285853834972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,5536,8,H,A,5,5,1,0.125,-0.75,394,4.590724686875521,37.31086573379808,41.965114449704174,16.13329512962222,0.0,0.0,0.04877386942777284,99.80325607162312,0.09631661747223862,0.05165344147686394,0.0,0.0,15.671932868737121,15.939802536366676,30.851617782073284,37.53664681282292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,5536,8,A,A,1,5,1,0.125,0.125,394,4.689845210998267,39.497863102820524,35.527640010711465,20.284651675469746,0.0,0.0,0.04877386942777284,99.80325607162312,0.09631661747223862,0.05165344147686394,0.0,0.0,15.671932868737121,15.939802536366676,30.851617782073284,37.53664681282292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,5795,8,H,A,10,10,1,0.375,-1.5,403,6.144235909478836,36.35927890259583,41.06046678889184,16.4360183990335,0.0,0.0,0.046498682796922,99.81092135501865,0.09177959973139097,0.0508003624530291,0.0,0.0,14.475088473669704,19.822305070194393,27.486940274433096,38.21566618170281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,5795,8,A,A,1,10,1,0.375,0.375,403,4.151558966027375,47.89279196288811,30.8230818652964,17.132567205788117,0.0,0.0,0.046498682796922,99.81092135501865,0.09177959973139097,0.0508003624530291,0.0,0.0,14.475088473669704,19.822305070194393,27.486940274433096,38.21566618170281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,5924,1,A,J,2,2,1,0.25,-0.25,399,4.836276549613537,42.36281837265646,38.790888082626985,14.010016995103014,0.0,0.0,0.05046031099825249,99.79655076204457,0.09956597277330913,0.05342295418385573,0.0,0.0,16.484083394384747,25.68831675221001,32.156340621795394,25.671259231609845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,5924,1,J,J,1,2,1,0.25,0.25,399,4.836276549613537,42.36281837265646,38.790888082626985,14.010016995103014,0.0,0.0,0.05046031099825249,99.79655076204457,0.09956597277330913,0.05342295418385573,0.0,0.0,16.484083394384747,25.68831675221001,32.156340621795394,25.671259231609845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,5955,6,F,A,5,5,1,0.125,-0.25,441,4.768707121116966,44.842041212965825,34.450963943614006,15.938287722303201,0.0,0.0,0.04719530870437024,99.8060653141833,0.09569623750201846,0.05104313961031286,0.0,0.0,17.98050946100009,20.340095019516248,32.98859514715351,28.690800372330155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,5955,6,A,A,1,5,1,0.125,0.125,441,5.57402309787812,45.44113745824273,30.84149928454058,18.143340159338575,0.0,0.0,0.04719530870437024,99.8060653141833,0.09569623750201846,0.05104313961031286,0.0,0.0,17.98050946100009,20.340095019516248,32.98859514715351,28.690800372330155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,5,6,F,C,2,2,1,0.125,-0.125,310,7.0406840508907695,42.20949464263079,38.256169528895825,12.493651777582619,0.0,0.0,0.11047789451008928,99.67087092451561,0.20236667723044863,0.016284503743853682,0.0,0.0,5.4150324698496375,4.6587191095358245,89.39595823749778,0.5302901831167497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,5,6,C,C,1,2,1,0.125,0.125,310,7.0406840508907695,42.20949464263079,38.256169528895825,12.493651777582619,0.0,0.0,0.11047789451008928,99.67087092451561,0.20236667723044863,0.016284503743853682,0.0,0.0,5.4150324698496375,4.6587191095358245,89.39595823749778,0.5302901831167497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,609,8,H,H,1,1,1,1.625,1.625,310,5.237626650857168,34.09508482433786,37.962389111803745,22.704899413001225,0.0,0.0,0.1275313887017045,99.63354948055955,0.22228776959440133,0.016631361144349464,0.0,0.0,8.268352662821112,7.809975742646329,82.9433876049473,0.978283989585258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,609,8,H,H,1,1,1,1.625,1.625,310,5.237626650857168,34.09508482433786,37.962389111803745,22.704899413001225,0.0,0.0,0.1275313887017045,99.63354948055955,0.22228776959440133,0.016631361144349464,0.0,0.0,8.268352662821112,7.809975742646329,82.9433876049473,0.978283989585258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1046,1,A,H,7,7,1,0.75,-1.9999998807907104,341,5.01179998521391,34.315417323349536,24.30533110784342,36.36745158359313,0.0,0.0,0.10390308788405896,99.68185494806843,0.19882350927251552,0.015418454774988082,0.0,0.0,4.49684031697355,2.8184466349556203,92.24680030426771,0.43791274380312756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1046,1,H,H,1,7,1,0.75,0.75,341,8.142984311361037,34.34738353580127,34.61496507083741,22.89466708200029,0.0,0.0,0.10390308788405896,99.68185494806843,0.19882350927251552,0.015418454774988082,0.0,0.0,4.49684031697355,2.8184466349556203,92.24680030426771,0.43791274380312756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,6,F,F,1,1,1,0.25,0.25,335,5.701779860601622,40.062715519437596,29.29865085342913,24.936853766531648,0.0,0.0,0.11046268022387493,99.65855342889719,0.21399397278126622,0.016989918097666104,0.0,0.0,5.941095185946445,4.870908532235763,88.45492644119646,0.733069840621328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,6,F,F,1,1,1,0.25,0.25,335,5.701779860601622,40.062715519437596,29.29865085342913,24.936853766531648,0.0,0.0,0.11046268022387493,99.65855342889719,0.21399397278126622,0.016989918097666104,0.0,0.0,5.941095185946445,4.870908532235763,88.45492644119646,0.733069840621328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,7,G,I,5,5,1,2.0,-3.125,296,3.6249598511113166,49.76442838928447,32.83754295144132,13.773068808162897,0.0,0.0,0.11369494283785211,99.65942497417223,0.21169034799518902,0.01518973499472563,0.0,0.0,3.5880268850939596,3.250898362758752,92.608872223036,0.5522025291112945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,7,I,I,1,5,1,2.0,2.0,296,4.346482294669447,36.14541211064283,43.9505285644372,15.55757703025053,0.0,0.0,0.11369494283785211,99.65942497417223,0.21169034799518902,0.01518973499472563,0.0,0.0,3.5880268850939596,3.250898362758752,92.608872223036,0.5522025291112945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,5,E,I,5,5,1,1.1250001192092896,-1.5000001192092896,297,3.182979687612019,47.16218133252466,36.66508467021469,12.989754309648635,0.0,0.0,0.11801185678044693,99.65224744081695,0.21423151501049104,0.015509187392122637,0.0,0.0,3.192716092174861,2.3486519324535102,93.86288400598012,0.5957479693915109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,5,I,I,1,5,1,1.1250001192092896,1.1250001192092896,297,3.858466482309461,42.544207862527,38.885162455120756,14.712163200042788,0.0,0.0,0.11801185678044693,99.65224744081695,0.21423151501049104,0.015509187392122637,0.0,0.0,3.192716092174861,2.3486519324535102,93.86288400598012,0.5957479693915109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,6,F,B,4,4,1,0.25,-1.2500001192092896,314,6.719878908215529,40.347596044214626,34.9238166058864,18.008708441683453,0.0,0.0,0.11058901608385191,99.66401175791103,0.20928532921919768,0.016113896785920984,0.0,0.0,4.189972586477726,2.741277183141946,92.47484841225166,0.5939018181286725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,6,B,B,1,4,1,0.25,0.25,314,8.178337847752095,33.2450259445593,32.90384413447827,25.67279207321033,0.0,0.0,0.11058901608385191,99.66401175791103,0.20928532921919768,0.016113896785920984,0.0,0.0,4.189972586477726,2.741277183141946,92.47484841225166,0.5939018181286725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,1,A,D,4,4,1,1.5,-2.75,307,5.454864761049206,37.803823710980566,25.639260897581227,31.102050630388995,0.0,0.0,0.11211026959981908,99.66209305059925,0.21035885232211213,0.015437827478811011,0.0,0.0,4.625702363482569,4.232450037098111,90.5168382038926,0.6250093955267166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,1,D,D,1,4,1,1.5,1.5,307,5.926568780628504,39.64499495604062,37.91455036192972,16.513885901401157,0.0,0.0,0.11211026959981908,99.66209305059925,0.21035885232211213,0.015437827478811011,0.0,0.0,4.625702363482569,4.232450037098111,90.5168382038926,0.6250093955267166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,6,F,G,4,4,1,0.375,-1.5,313,4.007963452920895,46.09610781926812,36.79224173256288,13.103686995248104,0.0,0.0,0.11091438036262738,99.66750053534523,0.20604922584888696,0.01553585844324874,0.0,0.0,4.877719215861596,3.485503095819372,91.07343186081485,0.5633458275041833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,6,G,G,1,4,1,0.375,0.375,313,3.891787491269837,53.504696003949235,30.9141312777245,11.689385227056423,0.0,0.0,0.11091438036262738,99.66750053534523,0.20604922584888696,0.01553585844324874,0.0,0.0,4.877719215861596,3.485503095819372,91.07343186081485,0.5633458275041833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,6,F,F,1,1,1,0.125,0.125,312,4.314669181527172,46.2565856516195,37.57526057988313,11.853484586970199,0.0,0.0,0.10159767336214223,99.69430166294241,0.1885913501319035,0.015509313563549542,0.0,0.0,5.173077449659695,2.8746295452850954,91.26869445401381,0.6835985510413992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3676,6,F,F,1,1,1,0.125,0.125,312,4.314669181527172,46.2565856516195,37.57526057988313,11.853484586970199,0.0,0.0,0.10159767336214223,99.69430166294241,0.1885913501319035,0.015509313563549542,0.0,0.0,5.173077449659695,2.8746295452850954,91.26869445401381,0.6835985510413992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,4080,6,F,E,7,7,1,1.5,-2.75,288,5.575511675752258,39.171892533367966,37.36332726303619,17.889268527843587,0.0,0.0,0.11244559935932519,99.67337697678434,0.19937428582883204,0.01480313802750816,0.0,0.0,5.9631176098510865,3.734988491065211,89.64672389860823,0.6551700004754766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,4080,6,E,E,1,7,1,1.5,1.5,288,5.031883511183636,35.99392661429237,42.354109686093096,16.6200801884309,0.0,0.0,0.11244559935932519,99.67337697678434,0.19937428582883204,0.01480313802750816,0.0,0.0,5.9631176098510865,3.734988491065211,89.64672389860823,0.6551700004754766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,4500,2,B,F,6,6,1,0.25,-3.0,299,4.200666172446538,49.92542760577366,28.853115957566494,17.020790264213304,0.0,0.0,0.12074756687278378,99.6478507998464,0.21607193442983944,0.015329698850985804,0.0,0.0,4.591992216299395,3.428160713765059,91.34003384440601,0.639813225529541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
